"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"4864" "I-Ninja" "PS2" "2003" "Platform" 0.19 0.15 0 0.05 0.4
"4881" "Ultimate Spider-Man" "XB" "2005" "Action" 0.26 0.11 0 0.02 0.39
"4897" "Disney's Brother Bear" "GBA" "2003" "Action" 0.28 0.1 0 0.01 0.39
"4923" "Yoshi Touch & Go" "DS" "2005" "Platform" 0.34 0.02 0 0.03 0.39
"4928" "SSX 3" "XB" "2003" "Sports" 0.29 0.08 0 0.01 0.39
"4930" "Madden NFL 2005" "GBA" "2004" "Sports" 0.28 0.1 0 0.01 0.39
"4941" "Blood Omen 2" "PS2" "2002" "Action" 0.19 0.15 0 0.05 0.39
"4946" "Cabela's Dangerous Hunts 2" "PS2" "2005" "Sports" 0.19 0.15 0 0.05 0.39
"4974" "Harry Potter: Quidditch World Cup" "GBA" "2003" "Sports" 0.28 0.1 0 0.01 0.39
"4977" "Evil Dead: Fistfull of Boomstick" "PS2" "2003" "Action" 0.19 0.15 0 0.05 0.38
"4989" "ESPN College Hoops 2K5" "XB" "2004" "Sports" 0.29 0.08 0 0.01 0.38
"4999" "The Cat in the Hat" "GBA" "2005" "Platform" 0.27 0.1 0 0.01 0.38
"5001" "NFL GameDay 2002" "PS2" "2001" "Sports" 0.19 0.15 0 0.05 0.38
"5006" "Ice Age" "GBA" "2002" "Action" 0.27 0.1 0 0.01 0.38
"5008" "Headhunter" "PS2" "2002" "Action" 0.19 0.15 0 0.05 0.38
"5023" "SSX 3" "GC" "2003" "Sports" 0.29 0.08 0 0.01 0.38
"5026" "Lilo & Stitch 2: Hämsterviel Havoc" "GBA" "2004" "Action" 0.27 0.1 0 0.01 0.38
"5046" "Hunter: The Reckoning" "XB" "2002" "Action" 0.28 0.08 0 0.01 0.38
"5080" "Harry Potter and the Prisoner of Azkaban" "GC" "2004" "Action" 0.29 0.08 0 0.01 0.38
"5096" "Ultimate Spider-Man" "GC" "2005" "Action" 0.29 0.07 0 0.01 0.37
"5099" "NBA Inside Drive 2002" "XB" "2002" "Sports" 0.28 0.08 0 0.01 0.37
"5109" "Monsters, Inc. Scream Arena" "GC" "2002" "Platform" 0.29 0.07 0 0.01 0.37
"5110" "Reel Fishing III" "PS2" "2003" "Sports" 0.18 0.14 0 0.05 0.37
"5111" "Cabela's Deer Hunt 2005 Season" "PS2" "2004" "Sports" 0.18 0.14 0 0.05 0.37
"5114" "High Heat Major League Baseball 2003" "PS2" "2002" "Sports" 0.18 0.14 0 0.05 0.37
"5134" "Pac-Man World 2" "GC" "2002" "Action" 0.28 0.07 0 0.01 0.37
"5136" "Barbie Horse Adventures: Blue Ribbon Race" "GBA" "2003" "Sports" 0.26 0.1 0 0.01 0.37
"5142" "NFL Street 2 Unleashed" "PSP" "2005" "Sports" 0.34 0 0 0.03 0.37
"5171" "ESPN X Games Skateboarding" "PS2" "2001" "Sports" 0.18 0.14 0 0.05 0.36
"5177" "High Heat Major League Baseball 2004" "PS2" "2003" "Sports" 0.18 0.14 0 0.05 0.36
"5178" "Robots" "PS2" "2005" "Action" 0.18 0.14 0 0.05 0.36
"5187" "The Incredibles: Rise of the Underminer" "PS2" "2005" "Action" 0.18 0.14 0 0.05 0.36
"5192" "Hamtaro: Ham-Ham Heartbreak" "GBA" "2002" "Action" 0.26 0.1 0 0.01 0.36
"5204" "NBA 2K6" "XB" "2005" "Action" 0.27 0.08 0 0.01 0.36
"5213" "Shaun Palmer's Pro Snowboarder" "GBA" "2001" "Sports" 0.26 0.1 0 0.01 0.36
"5224" "ESPN NFL Football" "XB" "2003" "Sports" 0.27 0.08 0 0.01 0.36
"5229" "Rapala Pro Fishing" "PS2" "2004" "Sports" 0.18 0.14 0 0.05 0.36
"5230" "J-League Pro Soccer Club o Tsukurou '04" "PS2" "2004" "Sports" 0 0 0.36 0 0.36
"5235" "Disney's The Haunted Mansion" "PS2" "2003" "Platform" 0.18 0.14 0 0.05 0.36
"5249" "Harry Potter and the Chamber of Secrets" "XB" "2002" "Action" 0.27 0.08 0 0.01 0.36
"5263" "Shrek" "XB" "2001" "Platform" 0.25 0.1 0 0.01 0.36
"5268" "Backyard Baseball 2006" "GBA" "2005" "Sports" 0.25 0.09 0 0.01 0.35
"5270" "Cabela's Outdoor Adventures (2006)" "PS2" "2005" "Sports" 0.17 0.14 0 0.05 0.35
"5276" "Outlaw Golf 2" "PS2" "2004" "Sports" 0.17 0.14 0 0.05 0.35
"5283" "Batman: Rise of Sin Tzu" "PS2" "2003" "Action" 0.17 0.13 0 0.05 0.35
"5284" "Disney's Tarzan: Return to the Jungle" "GBA" "2002" "Action" 0.25 0.09 0 0.01 0.35
"5285" "Cabela's Dangerous Hunts" "XB" "2003" "Sports" 0.26 0.08 0 0.01 0.35
"5296" "Star Wars: Flight of the Falcon" "GBA" "2003" "Action" 0.25 0.09 0 0.01 0.35
"5310" "Resident Evil: Dead Aim" "PS2" "2003" "Action" 0.17 0.13 0 0.04 0.35
"5312" "The Adventures of Jimmy Neutron Boy Genius: Jet Fusion" "GBA" "2003" "Action" 0.25 0.09 0 0.01 0.35
"5313" "SpongeBob SquarePants: The Yellow Avenger" "DS" "2005" "Action" 0.32 0 0 0.02 0.35
"5314" "The Fairly Odd Parents: Shadow Showdown" "PS2" "2004" "Platform" 0.17 0.13 0 0.04 0.35
"5328" "Aggressive Inline" "PS2" "2002" "Sports" 0.17 0.13 0 0.04 0.35
"5330" "NFL Street" "GC" "2004" "Sports" 0.27 0.07 0 0.01 0.35
"5340" "Rugrats: Royal Ransom" "PS2" "2002" "Platform" 0.17 0.13 0 0.04 0.35
"5355" "The Wild Thornberrys Movie" "GBA" "2002" "Platform" 0.25 0.09 0 0.01 0.34
"5362" "Classic NES Series: Ice Climber" "GBA" "2004" "Platform" 0.1 0.04 0.2 0.01 0.34
"5368" "Driver 2 Advance" "GBA" "2002" "Action" 0.25 0.09 0 0.01 0.34
"5376" "The Fairly Odd Parents: Shadow Showdown" "GBA" "2004" "Platform" 0.25 0.09 0 0.01 0.34
"5385" "Kameo: Elements of Power" "X360" "2005" "Action" 0.28 0.03 0 0.03 0.34
"5423" "Teenage Mutant Ninja Turtles" "GC" "2003" "Action" 0.26 0.07 0 0.01 0.34
"5451" "Banjo-Kazooie: Grunty's Revenge" "GBA" "2003" "Platform" 0.24 0.09 0 0.01 0.33
"5470" "Hulk" "XB" "2003" "Action" 0.25 0.07 0 0.01 0.33
"5474" "Klonoa 2: Lunatea's Veil" "PS2" "2001" "Platform" 0.12 0.1 0.08 0.03 0.33
"5478" "Disney's Treasure Planet" "PS2" "2002" "Action" 0.16 0.13 0 0.04 0.33
"5484" "Tak 2: The Staff of Dreams" "GC" "2004" "Platform" 0.26 0.07 0 0.01 0.33
"5487" "Kelly Slater's Pro Surfer" "PS2" "2002" "Sports" 0.16 0.13 0 0.04 0.33
"5488" "Shrek SuperSlam" "GBA" "2005" "Action" 0.24 0.09 0 0.01 0.33
"5501" "Cool Boarders 2001" "PS2" "2001" "Sports" 0.16 0.13 0 0.04 0.33
"5502" "Classic NES Series: Castlevania" "GBA" "2004" "Platform" 0.17 0.06 0.09 0.01 0.33
"5507" "Way of the Samurai 2" "PS2" "2003" "Action" 0.05 0.04 0.23 0.01 0.33
"5535" "Spy Kids 3-D: Game Over" "GBA" "2003" "Platform" 0.24 0.09 0 0.01 0.33
"5546" "MVP Baseball 2005" "GC" "2005" "Sports" 0.25 0.07 0 0.01 0.33
"5563" "NBA Live 06" "GC" "2005" "Sports" 0.25 0.07 0 0.01 0.33
"5580" "Teenage Mutant Ninja Turtles 2: Battle Nexus" "GBA" "2004" "Action" 0.23 0.09 0 0.01 0.32
"5581" "Nicktoons: Movin'" "PS2" "2004" "Action" 0.16 0.12 0 0.04 0.32
"5601" "NBA Street V3" "XB" "2005" "Sports" 0.28 0.03 0 0.01 0.32
"5615" "Tony Hawk's American Wasteland" "X360" "2005" "Sports" 0.28 0.02 0 0.03 0.32
"5629" "Prince of Persia: The Sands of Time" "GC" "2003" "Action" 0.25 0.06 0 0.01 0.32
"5635" "Fortress" "GBA" "2001" "Action" 0.23 0.08 0 0.01 0.32
"5640" "Frogger's Adventures: The Rescue" "PS2" "2003" "Platform" 0.16 0.12 0 0.04 0.32
"5651" "SpongeBob SquarePants: Double Pack" "GBA" "2005" "Platform" 0.23 0.08 0 0.01 0.32
"5654" "Disney's Extreme Skate Adventure" "PS2" "2003" "Sports" 0.16 0.12 0 0.04 0.32
"5664" "NBA 2K3" "XB" "2002" "Sports" 0.24 0.07 0 0.01 0.32
"5674" "NFL Fever 2004" "XB" "2003" "Sports" 0.24 0.07 0 0.01 0.32
"5675" "Madden NFL 2002" "GBA" "2001" "Sports" 0.23 0.08 0 0.01 0.32
"5683" "Power Rangers: Time Force" "PS" "2001" "Action" 0.18 0.12 0 0.02 0.32
"5694" "Dynasty Warriors 4 Empires" "PS2" "2004" "Action" 0 0 0.32 0 0.32
"5713" "Madden NFL 2004" "GBA" "2003" "Sports" 0.22 0.08 0 0.01 0.31
"5722" "NBA Inside Drive 2003" "XB" "2002" "Sports" 0.23 0.07 0 0.01 0.31
"5723" "FIFA Street" "PS2" "2005" "Sports" 0.15 0.12 0 0.04 0.31
"5725" "Star Wars Episode III: Revenge of the Sith" "DS" "2005" "Action" 0.25 0.03 0 0.03 0.31
"5734" "The Matrix: Path of Neo" "XB" "2005" "Action" 0.23 0.07 0 0.01 0.31
"5735" "Mortal Kombat: Shaolin Monks" "XB" "2005" "Action" 0.23 0.07 0 0.01 0.31
"5747" "KISS Pinball" "PS" "2001" "Action" 0.17 0.12 0 0.02 0.31
"5749" "2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2" "GBA" "2005" "Action" 0.22 0.08 0 0.01 0.31
"5751" "Mega Man Maverick Hunter X" "PSP" "2005" "Platform" 0.27 0.01 0 0.03 0.31
"5772" "Mega Man Battle Network 2" "GBA" "2002" "Action" 0.22 0.08 0 0.01 0.31
"5776" "Madagascar" "DS" "2005" "Platform" 0.25 0.04 0 0.03 0.31
"5777" "Tiger Woods PGA Tour 06" "X360" "2005" "Sports" 0.28 0 0 0.02 0.31
"5796" "NCAA Final Four 2002" "PS2" "2001" "Sports" 0.15 0.12 0 0.04 0.31
"5802" "Blade II" "PS2" "2002" "Action" 0.15 0.12 0 0.04 0.31
"5816" "Disney's Stitch: Experiment 626" "PS2" "2002" "Action" 0.15 0.12 0 0.04 0.31
"5823" "Ultimate Spider-Man" "GBA" "2005" "Action" 0.22 0.08 0 0.01 0.3
"5834" "Spyro: Attack of the Rhynocs" "GBA" "2003" "Platform" 0.22 0.08 0 0.01 0.3
"5847" "Lizzie McGuire 3: Homecoming Havoc" "GBA" "2005" "Platform" 0.22 0.08 0 0.01 0.3
"5848" "Chaos Legion" "PS2" "2003" "Action" 0.15 0.12 0 0.04 0.3
"5884" "Hard Hitter Tennis" "PS2" "2001" "Sports" 0.15 0.11 0 0.04 0.3
"5896" "Yu Yu Hakusho Ghost Files: Spirit Detective" "GBA" "2003" "Action" 0.21 0.08 0 0.01 0.3
"5932" "Power Pro Kun Pocket 6" "GBA" "2003" "Sports" 0 0 0.29 0.01 0.3
"5937" "Finding Nemo: The Continuing Adventures" "GBA" "2004" "Action" 0.21 0.08 0 0.01 0.3
"5938" "Spirit: Stallion of the Cimarron" "GBA" "2002" "Platform" 0.21 0.08 0 0.01 0.3
"5944" "Shark Tale" "GC" "2004" "Action" 0.23 0.06 0 0.01 0.3
"5946" "MLB SlugFest Loaded" "PS2" "2004" "Sports" 0.14 0.11 0 0.04 0.3
"5947" "Teenage Mutant Ninja Turtles" "XB" "2003" "Action" 0.22 0.06 0 0.01 0.3
"5953" "AMF Bowling 2004" "XB" "2003" "Sports" 0.22 0.06 0 0.01 0.3
"5955" "Scooby-Doo! Night of 100 Frights" "GC" "2002" "Platform" 0.23 0.06 0 0.01 0.3
"5970" "Power Pro Kun Pocket 4" "GBA" "2002" "Sports" 0 0 0.29 0.01 0.29
"5976" "Outlaw Golf" "XB" "2002" "Sports" 0.22 0.06 0 0.01 0.29
"5987" "NBA Street V3" "GC" "2005" "Sports" 0.23 0.06 0 0.01 0.29
"5994" "NBA Live 06" "X360" "2005" "Sports" 0.27 0 0 0.02 0.29
"6017" "Mega Man X8" "PS2" "2004" "Platform" 0.14 0.11 0 0.04 0.29
"6023" "Jikkyou Powerful Pro Yakyuu 8" "PS2" "2001" "Sports" 0 0 0.29 0 0.29
"6051" "The Punisher" "XB" "2005" "Action" 0.22 0.06 0 0.01 0.29
"6078" "Rayman 3: Hoodlum Havoc" "PS2" "2003" "Platform" 0.14 0.11 0 0.04 0.29
"6093" "Spyro: A Hero's Tail" "GC" "2004" "Platform" 0.22 0.06 0 0.01 0.29
"6096" "Links 2004" "XB" "2003" "Sports" 0.21 0.06 0 0.01 0.29
"6101" "Earthworm Jim" "GBA" "2001" "Platform" 0.2 0.08 0 0.01 0.29
"6113" "Disney's Extreme Skate Adventure" "GBA" "2003" "Sports" 0.2 0.08 0 0.01 0.28
"6114" "Dragon Ball GT: Transformation" "GBA" "2005" "Action" 0.2 0.08 0 0.01 0.28
"6121" "The Warriors" "XB" "2005" "Action" 0.21 0.06 0 0.01 0.28
"6127" "Street Hoops" "XB" "2002" "Sports" 0.21 0.06 0 0.01 0.28
"6129" "X-Men: Reign of Apocalypse" "GBA" "2001" "Action" 0.2 0.08 0 0.01 0.28
"6132" "Netsu Chu! Pro Yakyuu 2003" "PS2" "2003" "Sports" 0 0 0.28 0 0.28
"6135" "Fantastic 4: Flame On" "GBA" "2005" "Action" 0.2 0.08 0 0.01 0.28
"6147" "Viewtiful Joe" "PS2" "2004" "Action" 0.14 0.11 0 0.04 0.28
"6151" "Arcade Hits: Frisky Tom" "PS" "2002" "Action" 0.16 0.11 0 0.02 0.28
"6153" "Harry Potter and the Sorcerer's Stone" "PS2" "2003" "Action" 0.14 0.11 0 0.04 0.28
"6168" "Rocket Power: Beach Bandits" "GBA" "2002" "Platform" 0.2 0.07 0 0.01 0.28
"6177" "Mission: Impossible - Operation Surma" "PS2" "2003" "Platform" 0.14 0.11 0 0.04 0.28
"6180" "Pitfall: The Mayan Adventure" "GBA" "2001" "Platform" 0.2 0.07 0 0.01 0.28
"6188" "Disney's Treasure Planet" "GBA" "2002" "Action" 0.2 0.07 0 0.01 0.28
"6192" "NFL Blitz 20-02" "PS2" "2002" "Sports" 0.14 0.11 0 0.04 0.28
"6194" "NCAA March Madness 2005" "XB" "2004" "Sports" 0.21 0.06 0 0.01 0.28
"6201" "The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies" "GC" "2004" "Action" 0.22 0.06 0 0.01 0.28
"6202" "Silent Hill 2: Restless Dreams" "XB" "2001" "Action" 0.21 0.06 0 0.01 0.28
"6209" "Bass Strike" "PS2" "2001" "Sports" 0.14 0.11 0 0.04 0.28
"6210" "NHL Hitz 20-03" "PS2" "2002" "Sports" 0.14 0.11 0 0.04 0.28
"6224" "Madagascar" "XB" "2005" "Platform" 0.21 0.06 0 0.01 0.28
"6231" "Deer Hunter" "PS2" "2003" "Sports" 0.14 0.11 0 0.04 0.28
"6237" "Dave Mirra Freestyle BMX 2" "GC" "2001" "Sports" 0.21 0.06 0 0.01 0.28
"6243" "True Crime: New York City" "XB" "2005" "Action" 0.21 0.06 0 0.01 0.28
"6244" "Summer Heat Beach Volleyball" "PS2" "2003" "Sports" 0.14 0.11 0 0.04 0.28
"6249" "Power Pro Kun Pocket 3" "GBA" "2001" "Sports" 0 0 0.27 0.01 0.28
"6251" "Castlevania: Aria of Sorrow" "GBA" "2003" "Platform" 0.2 0.07 0 0 0.28
"6281" "Tiny Toon Adventures: Plucky's Big Adventure" "PS" "2001" "Action" 0.15 0.1 0 0.02 0.27
"6282" "NHL Hitz 20-02" "XB" "2001" "Sports" 0.2 0.06 0 0.01 0.27
"6291" "Dave Mirra Freestyle BMX: Maximum Remix" "PS" "2001" "Sports" 0.15 0.1 0 0.02 0.27
"6300" "Athens 2004" "PS2" "2004" "Sports" 0.13 0.1 0 0.03 0.27
"6311" "Rocky: Legends" "PS2" "2004" "Action" 0.13 0.1 0 0.03 0.27
"6327" "Disney's Chicken Little" "GC" "2005" "Platform" 0.21 0.05 0 0.01 0.27
"6329" "Ty the Tasmanian Tiger" "GC" "2002" "Platform" 0.21 0.05 0 0.01 0.27
"6340" "NHL 2002" "XB" "2001" "Sports" 0.2 0.06 0 0.01 0.27
"6349" "Shadow of Rome" "PS2" "2005" "Action" 0.13 0.1 0 0.03 0.27
"6356" "Fantastic 4" "XB" "2005" "Action" 0.2 0.06 0 0.01 0.27
"6357" "Mat Hoffman's Pro BMX" "GBA" "2001" "Sports" 0.19 0.07 0 0 0.27
"6373" "NBA Live 2004" "GC" "2003" "Sports" 0.21 0.05 0 0.01 0.27
"6405" "Knockout Kings 2002" "XB" "2002" "Sports" 0.2 0.06 0 0.01 0.27
"6426" "Operation Armored Liberty" "GBA" "2003" "Action" 0.19 0.07 0 0 0.27
"6439" "ESPN NBA Basketball" "XB" "2003" "Sports" 0.2 0.06 0 0.01 0.27
"6449" "Rayman DS" "DS" "2005" "Platform" 0.21 0.04 0 0.02 0.26
"6455" "Rune: Viking Warlord" "PS2" "2001" "Action" 0.13 0.1 0 0.03 0.26
"6473" "Rugrats: I Gotta Go Party" "GBA" "2002" "Action" 0.19 0.07 0 0 0.26
"6487" "The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron" "GBA" "2002" "Action" 0.19 0.07 0 0 0.26
"6491" "Hey Arnold! The Movie" "GBA" "2002" "Platform" 0.19 0.07 0 0 0.26
"6508" "Madden NFL 2005" "DS" "2004" "Sports" 0.24 0 0 0.02 0.26
"6511" "Power Pro Kun Pocket 5" "GBA" "2003" "Sports" 0 0 0.25 0.01 0.26
"6529" "Evolution Skateboarding" "PS2" "2002" "Sports" 0.13 0.1 0 0.03 0.26
"6535" "Outlaw Volleyball" "XB" "2003" "Sports" 0.19 0.06 0 0.01 0.26
"6555" "Classic NES Series: Bomberman" "GBA" "2004" "Action" 0.1 0.04 0.11 0.01 0.26
"6557" "Peter Jackson's King Kong: The Official Game of the Movie" "X360" "2005" "Action" 0.2 0.03 0 0.02 0.26
"6560" "Frogger's Journey: The Forgotten Relic" "GBA" "2003" "Action" 0.18 0.07 0 0 0.26
"6579" "Lemony Snicket's A Series of Unfortunate Events" "GC" "2004" "Platform" 0.2 0.05 0 0.01 0.26
"6581" "Bionicle: Matoran Adventures" "GBA" "2002" "Platform" 0.18 0.07 0 0 0.26
"6591" "Backyard NFL Football" "GC" "2002" "Sports" 0.2 0.05 0 0.01 0.26
"6592" "All-Star Baseball 2003" "XB" "2002" "Sports" 0.19 0.06 0 0.01 0.26
"6598" "NBA ShootOut 2004" "PS2" "2003" "Sports" 0.13 0.1 0 0.03 0.26
"6601" "Castlevania: Harmony of Dissonance" "GBA" "2002" "Platform" 0.16 0.06 0.04 0 0.26
"6607" "MVP Baseball 2004" "GC" "2004" "Sports" 0.2 0.05 0 0.01 0.26
"6637" "Triple Play 2002" "XB" "2002" "Sports" 0.19 0.05 0 0.01 0.25
"6640" "Spy Kids Challenger" "GBA" "2002" "Platform" 0.18 0.07 0 0 0.25
"6646" "Amped 2" "XB" "2003" "Sports" 0.2 0.04 0 0.01 0.25
"6658" "The Powerpuff Girls: Chemical X-Traction" "PS" "2001" "Action" 0.14 0.1 0 0.02 0.25
"6667" "Billy Hatcher and the Giant Egg" "GC" "2003" "Platform" 0.19 0.05 0 0.01 0.25
"6677" "NHL 06" "XB" "2005" "Sports" 0.19 0.05 0 0.01 0.25
"6698" "Scooby-Doo! Unmasked" "PS2" "2005" "Platform" 0.12 0.1 0 0.03 0.25
"6703" "World Series Baseball 2K3" "PS2" "2003" "Sports" 0.12 0.1 0 0.03 0.25
"6713" "Devil Kings" "PS2" "2005" "Action" 0.03 0.03 0.18 0.01 0.25
"6718" "Tennis no Oji-Sama: Genius Boys Academy" "GBA" "2002" "Sports" 0 0 0.24 0.01 0.25
"6722" "Netsu Chu! Pro Yakyuu 2002" "PS2" "2002" "Sports" 0 0 0.25 0 0.25
"6740" "Ed, Edd n Eddy: The Mis-Edventures" "GC" "2005" "Platform" 0.19 0.05 0 0.01 0.25
"6758" "Butt Ugly Martians: B.K.M. Battles" "GBA" "2002" "Action" 0.18 0.07 0 0 0.25
"6764" "NBA Courtside 2002" "GC" "2002" "Sports" 0.19 0.05 0 0.01 0.25
"6776" "Jikkyou Powerful Pro Yakyuu 2001" "PS" "2001" "Sports" 0 0 0.23 0.02 0.24
"6789" "MLB" "PSP" "2005" "Sports" 0.23 0 0 0.02 0.24
"6800" "World Soccer Winning Eleven 7" "PS2" "2003" "Sports" 0.12 0.09 0 0.03 0.24
"6805" "Vexx" "PS2" "2003" "Platform" 0.12 0.09 0 0.03 0.24
"6814" "Genma Onimusha" "XB" "2002" "Action" 0.14 0.04 0.05 0.01 0.24
"6815" "DK: King of Swing" "GBA" "2005" "Platform" 0.17 0.06 0 0 0.24
"6824" "Harry Potter and the Goblet of Fire" "DS" "2005" "Action" 0.21 0.02 0 0.02 0.24
"6839" "Peter Jackson's King Kong: The Official Game of the Movie" "GC" "2005" "Action" 0.19 0.05 0 0.01 0.24
"6848" "Azurik: Rise of Perathia" "XB" "2001" "Action" 0.18 0.05 0 0.01 0.24
"6875" "NCAA College Basketball 2K3" "PS2" "2002" "Sports" 0.12 0.09 0 0.03 0.24
"6878" "NCAA March Madness 2004" "XB" "2003" "Sports" 0.18 0.05 0 0.01 0.24
"6880" "Fantastic 4" "GC" "2005" "Action" 0.19 0.05 0 0.01 0.24
"6883" "Tony Hawk's American Sk8land" "GBA" "2005" "Sports" 0.17 0.06 0 0 0.24
"6887" "Densetsu no Stafi 3" "GBA" "2004" "Platform" 0 0 0.23 0.01 0.24
"6889" "Ratchet & Clank: Going Commando (JP weekly sales)" "PS2" "2003" "Action" 0 0 0.24 0 0.24
"6893" "The Hobbit" "XB" "2003" "Platform" 0.18 0.05 0 0.01 0.24
"6906" "Grand Theft Auto" "GBA" "2004" "Action" 0.17 0.06 0 0 0.24
"6936" "Polly Pocket: Super Splash Island" "GBA" "2003" "Action" 0.17 0.06 0 0 0.24
"6958" "Wallace & Gromit in Project Zoo" "PS2" "2003" "Platform" 0.11 0.09 0 0.03 0.23
"6972" "Buffy the Vampire Slayer" "XB" "2002" "Action" 0.18 0.05 0 0.01 0.23
"6975" "Harry Potter and the Goblet of Fire" "XB" "2005" "Action" 0.18 0.05 0 0.01 0.23
"6989" "SSX On Tour" "PSP" "2005" "Sports" 0.19 0.02 0 0.02 0.23
"6991" "World Series Baseball" "XB" "2002" "Sports" 0.17 0.05 0 0.01 0.23
"7002" "The Scorpion King: Rise of the Akkadian" "PS2" "2002" "Action" 0.11 0.09 0 0.03 0.23
"7010" "Tom Clancy's Splinter Cell" "GC" "2003" "Action" 0.18 0.05 0 0.01 0.23
"7014" "ESPN NHL Hockey" "PS2" "2003" "Sports" 0.11 0.09 0 0.03 0.23
"7017" "The Incredible Hulk: Ultimate Destruction" "XB" "2005" "Action" 0.17 0.05 0 0.01 0.23
"7019" "NCAA GameBreaker 2003" "PS2" "2002" "Sports" 0.11 0.09 0 0.03 0.23
"7024" "Rocket Power: Beach Bandits" "GC" "2002" "Platform" 0.18 0.05 0 0.01 0.23
"7028" "NBA 2K6" "X360" "2005" "Action" 0.21 0.01 0 0.02 0.23
"7043" "Madden NFL 06" "GBA" "2005" "Sports" 0.17 0.06 0 0 0.23
"7052" "Mafia" "XB" "2004" "Action" 0.17 0.05 0 0.01 0.23
"7055" "Airblade" "PS2" "2001" "Sports" 0.11 0.09 0 0.03 0.23
"7057" "Mega Man & Bass" "GBA" "2002" "Platform" 0.16 0.06 0 0 0.23
"7067" "Pro Yakyuu Team o Tsukurou! 2" "PS2" "2003" "Sports" 0 0 0.23 0 0.23
"7072" "Genji: Dawn of the Samurai" "PS2" "2005" "Action" 0.11 0.09 0 0.03 0.23
"7098" "Tiger Woods PGA Tour 2003" "GC" "2002" "Sports" 0.18 0.05 0 0.01 0.23
"7100" "NFL Blitz Pro" "PS2" "2003" "Sports" 0.11 0.09 0 0.03 0.23
"7113" "NCAA GameBreaker 2004" "PS2" "2003" "Sports" 0.11 0.09 0 0.03 0.23
"7122" "NBA ShootOut 2003" "PS2" "2002" "Sports" 0.11 0.09 0 0.03 0.23
"7127" "NHL FaceOff 2003" "PS2" "2002" "Sports" 0.11 0.09 0 0.03 0.23
"7129" "Rogue Ops" "PS2" "2003" "Action" 0.11 0.09 0 0.03 0.23
"7130" "NBA Street: Showdown" "PSP" "2005" "Sports" 0.2 0 0 0.02 0.23
"7135" "Legion: The Legend of Excalibur" "PS2" "2002" "Action" 0.11 0.09 0 0.03 0.22
"7143" "Spartan: Total Warrior" "PS2" "2005" "Action" 0.11 0.09 0 0.03 0.22
"7159" "Whirl Tour" "PS2" "2002" "Sports" 0.11 0.09 0 0.03 0.22
"7174" "NCAA Football 2005" "GC" "2004" "Sports" 0.17 0.04 0 0.01 0.22
"7175" "Hamtaro: Ham-Ham Games" "GBA" "2004" "Sports" 0.16 0.06 0 0 0.22
"7176" "Danny Phantom: The Ultimate Enemy" "GBA" "2005" "Action" 0.16 0.06 0 0 0.22
"7195" "Mobile Suit Gundam Seed" "PS2" "2003" "Action" 0 0 0.22 0 0.22
"7199" "Mega Man Zero 3" "GBA" "2004" "Platform" 0.16 0.06 0 0 0.22
"7220" "The Suffering" "XB" "2004" "Action" 0.16 0.05 0 0.01 0.22
"7231" "Viewtiful Joe 2" "GC" "2004" "Action" 0.17 0.04 0 0.01 0.22
"7248" "All-Star Baseball 2002" "GC" "2001" "Sports" 0.17 0.04 0 0.01 0.22
"7257" "From Russia With Love" "GC" "2005" "Action" 0.17 0.04 0 0.01 0.22
"7262" "NFL Quarterback Club 2002" "PS2" "2001" "Sports" 0.11 0.08 0 0.03 0.22
"7270" "Rugby 2004" "PS2" "2003" "Sports" 0.11 0.08 0 0.03 0.22
"7271" "Disney's Magical Quest Starring Mickey and Minnie" "GBA" "2002" "Action" 0.16 0.06 0 0 0.22
"7273" "NBA 06" "PSP" "2005" "Sports" 0.2 0 0 0.02 0.22
"7274" "Naruto: Ninja Council" "GBA" "2003" "Action" 0.16 0.06 0 0 0.22
"7280" "NFL 2K3" "GC" "2002" "Sports" 0.17 0.04 0 0.01 0.22
"7282" "Saltwater Sportfishing" "PS" "2001" "Sports" 0.12 0.08 0 0.01 0.22
"7283" "Yoshi Touch & Go (JP sales)" "DS" "2005" "Platform" 0 0 0.22 0 0.22
"7284" "Samurai Jack: The Amulet of Time" "GBA" "2003" "Platform" 0.16 0.06 0 0 0.22
"7294" "Scooby-Doo! Mystery Mayhem" "GC" "2004" "Action" 0.17 0.04 0 0.01 0.22
"7299" "Shrek SuperSlam" "GC" "2005" "Action" 0.17 0.04 0 0.01 0.22
"7314" "Dark Summit" "PS2" "2001" "Sports" 0.11 0.08 0 0.03 0.21
"7316" "Cabela's Big Game Hunter: Ultimate Challenge" "PS" "2001" "Sports" 0.12 0.08 0 0.01 0.21
"7325" "NBA" "PSP" "2005" "Sports" 0.2 0 0 0.02 0.21
"7332" "Disaster Report" "PS2" "2002" "Action" 0.03 0.02 0.15 0.01 0.21
"7356" "Tony Hawk's American Sk8land" "DS" "2005" "Sports" 0.19 0.01 0 0.02 0.21
"7363" "NHL 2K6" "XB" "2005" "Sports" 0.16 0.05 0 0.01 0.21
"7364" "Tenchu: Return From Darkness" "XB" "2004" "Action" 0.16 0.05 0 0.01 0.21
