Nombre,Plataforma,Fecha,Genero,VentasEEUU,VentasEU,VentasJP,VentasOtros,Ventas
FIFA Street,PS2,2005,Sports,0.15,0.12,0.0,0.04,0.31
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,0.25,0.03,0.0,0.03,0.31
The Matrix: Path of Neo,XB,2005,Action,0.23,0.07,0.0,0.01,0.31
Mortal Kombat: Shaolin Monks,XB,2005,Action,0.23,0.07,0.0,0.01,0.31
KISS Pinball,PS,2001,Action,0.17,0.12,0.0,0.02,0.31
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005,Action,0.22,0.08,0.0,0.01,0.31
Mega Man Maverick Hunter X,PSP,2005,Platform,0.27,0.01,0.0,0.03,0.31
Mega Man Battle Network 2,GBA,2002,Action,0.22,0.08,0.0,0.01,0.31
Madagascar,DS,2005,Platform,0.25,0.04,0.0,0.03,0.31
Tiger Woods PGA Tour 06,X360,2005,Sports,0.28,0.0,0.0,0.02,0.31
NCAA Final Four 2002,PS2,2001,Sports,0.15,0.12,0.0,0.04,0.31
Blade II,PS2,2002,Action,0.15,0.12,0.0,0.04,0.31
Disney's Stitch: Experiment 626,PS2,2002,Action,0.15,0.12,0.0,0.04,0.31
Ultimate Spider-Man,GBA,2005,Action,0.22,0.08,0.0,0.01,0.3
Spyro: Attack of the Rhynocs,GBA,2003,Platform,0.22,0.08,0.0,0.01,0.3
Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,0.22,0.08,0.0,0.01,0.3
Chaos Legion,PS2,2003,Action,0.15,0.12,0.0,0.04,0.3
Hard Hitter Tennis,PS2,2001,Sports,0.15,0.11,0.0,0.04,0.3
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003,Action,0.21,0.08,0.0,0.01,0.3
Power Pro Kun Pocket 6,GBA,2003,Sports,0.0,0.0,0.29,0.01,0.3
Finding Nemo: The Continuing Adventures,GBA,2004,Action,0.21,0.08,0.0,0.01,0.3
Spirit: Stallion of the Cimarron,GBA,2002,Platform,0.21,0.08,0.0,0.01,0.3
Shark Tale,GC,2004,Action,0.23,0.06,0.0,0.01,0.3
MLB SlugFest Loaded,PS2,2004,Sports,0.14,0.11,0.0,0.04,0.3
Teenage Mutant Ninja Turtles,XB,2003,Action,0.22,0.06,0.0,0.01,0.3
AMF Bowling 2004,XB,2003,Sports,0.22,0.06,0.0,0.01,0.3
Scooby-Doo! Night of 100 Frights,GC,2002,Platform,0.23,0.06,0.0,0.01,0.3
Power Pro Kun Pocket 4,GBA,2002,Sports,0.0,0.0,0.29,0.01,0.29
Outlaw Golf,XB,2002,Sports,0.22,0.06,0.0,0.01,0.29
NBA Street V3,GC,2005,Sports,0.23,0.06,0.0,0.01,0.29
NBA Live 06,X360,2005,Sports,0.27,0.0,0.0,0.02,0.29
Mega Man X8,PS2,2004,Platform,0.14,0.11,0.0,0.04,0.29
Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,0.0,0.0,0.29,0.0,0.29
The Punisher,XB,2005,Action,0.22,0.06,0.0,0.01,0.29
Rayman 3: Hoodlum Havoc,PS2,2003,Platform,0.14,0.11,0.0,0.04,0.29
Spyro: A Hero's Tail,GC,2004,Platform,0.22,0.06,0.0,0.01,0.29
Links 2004,XB,2003,Sports,0.21,0.06,0.0,0.01,0.29
Earthworm Jim,GBA,2001,Platform,0.2,0.08,0.0,0.01,0.29
Disney's Extreme Skate Adventure,GBA,2003,Sports,0.2,0.08,0.0,0.01,0.28
Dragon Ball GT: Transformation,GBA,2005,Action,0.2,0.08,0.0,0.01,0.28
The Warriors,XB,2005,Action,0.21,0.06,0.0,0.01,0.28
Street Hoops,XB,2002,Sports,0.21,0.06,0.0,0.01,0.28
X-Men: Reign of Apocalypse,GBA,2001,Action,0.2,0.08,0.0,0.01,0.28
Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,0.0,0.0,0.28,0.0,0.28
Fantastic 4: Flame On,GBA,2005,Action,0.2,0.08,0.0,0.01,0.28
Viewtiful Joe,PS2,2004,Action,0.14,0.11,0.0,0.04,0.28
Arcade Hits: Frisky Tom,PS,2002,Action,0.16,0.11,0.0,0.02,0.28
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,0.14,0.11,0.0,0.04,0.28
Rocket Power: Beach Bandits,GBA,2002,Platform,0.2,0.07,0.0,0.01,0.28
Mission: Impossible - Operation Surma,PS2,2003,Platform,0.14,0.11,0.0,0.04,0.28
Pitfall: The Mayan Adventure,GBA,2001,Platform,0.2,0.07,0.0,0.01,0.28
Disney's Treasure Planet,GBA,2002,Action,0.2,0.07,0.0,0.01,0.28
NFL Blitz 20-02,PS2,2002,Sports,0.14,0.11,0.0,0.04,0.28
NCAA March Madness 2005,XB,2004,Sports,0.21,0.06,0.0,0.01,0.28
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,0.22,0.06,0.0,0.01,0.28
Silent Hill 2: Restless Dreams,XB,2001,Action,0.21,0.06,0.0,0.01,0.28
Bass Strike,PS2,2001,Sports,0.14,0.11,0.0,0.04,0.28
NHL Hitz 20-03,PS2,2002,Sports,0.14,0.11,0.0,0.04,0.28
Madagascar,XB,2005,Platform,0.21,0.06,0.0,0.01,0.28
Deer Hunter,PS2,2003,Sports,0.14,0.11,0.0,0.04,0.28
Dave Mirra Freestyle BMX 2,GC,2001,Sports,0.21,0.06,0.0,0.01,0.28
True Crime: New York City,XB,2005,Action,0.21,0.06,0.0,0.01,0.28
Summer Heat Beach Volleyball,PS2,2003,Sports,0.14,0.11,0.0,0.04,0.28
Power Pro Kun Pocket 3,GBA,2001,Sports,0.0,0.0,0.27,0.01,0.28
Castlevania: Aria of Sorrow,GBA,2003,Platform,0.2,0.07,0.0,0.0,0.28
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,0.15,0.1,0.0,0.02,0.27
NHL Hitz 20-02,XB,2001,Sports,0.2,0.06,0.0,0.01,0.27
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,0.15,0.1,0.0,0.02,0.27
Athens 2004,PS2,2004,Sports,0.13,0.1,0.0,0.03,0.27
Rocky: Legends,PS2,2004,Action,0.13,0.1,0.0,0.03,0.27
Disney's Chicken Little,GC,2005,Platform,0.21,0.05,0.0,0.01,0.27
Ty the Tasmanian Tiger,GC,2002,Platform,0.21,0.05,0.0,0.01,0.27
NHL 2002,XB,2001,Sports,0.2,0.06,0.0,0.01,0.27
Shadow of Rome,PS2,2005,Action,0.13,0.1,0.0,0.03,0.27
Fantastic 4,XB,2005,Action,0.2,0.06,0.0,0.01,0.27
Mat Hoffman's Pro BMX,GBA,2001,Sports,0.19,0.07,0.0,0.0,0.27
NBA Live 2004,GC,2003,Sports,0.21,0.05,0.0,0.01,0.27
Knockout Kings 2002,XB,2002,Sports,0.2,0.06,0.0,0.01,0.27
Operation Armored Liberty,GBA,2003,Action,0.19,0.07,0.0,0.0,0.27
ESPN NBA Basketball,XB,2003,Sports,0.2,0.06,0.0,0.01,0.27
Rayman DS,DS,2005,Platform,0.21,0.04,0.0,0.02,0.26
Rune: Viking Warlord,PS2,2001,Action,0.13,0.1,0.0,0.03,0.26
Rugrats: I Gotta Go Party,GBA,2002,Action,0.19,0.07,0.0,0.0,0.26
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,0.19,0.07,0.0,0.0,0.26
Hey Arnold! The Movie,GBA,2002,Platform,0.19,0.07,0.0,0.0,0.26
Madden NFL 2005,DS,2004,Sports,0.24,0.0,0.0,0.02,0.26
Power Pro Kun Pocket 5,GBA,2003,Sports,0.0,0.0,0.25,0.01,0.26
Evolution Skateboarding,PS2,2002,Sports,0.13,0.1,0.0,0.03,0.26
Outlaw Volleyball,XB,2003,Sports,0.19,0.06,0.0,0.01,0.26
Classic NES Series: Bomberman,GBA,2004,Action,0.1,0.04,0.11,0.01,0.26
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,0.2,0.03,0.0,0.02,0.26
Frogger's Journey: The Forgotten Relic,GBA,2003,Action,0.18,0.07,0.0,0.0,0.26
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,0.2,0.05,0.0,0.01,0.26
Bionicle: Matoran Adventures,GBA,2002,Platform,0.18,0.07,0.0,0.0,0.26
Backyard NFL Football,GC,2002,Sports,0.2,0.05,0.0,0.01,0.26
All-Star Baseball 2003,XB,2002,Sports,0.19,0.06,0.0,0.01,0.26
NBA ShootOut 2004,PS2,2003,Sports,0.13,0.1,0.0,0.03,0.26
Castlevania: Harmony of Dissonance,GBA,2002,Platform,0.16,0.06,0.04,0.0,0.26
MVP Baseball 2004,GC,2004,Sports,0.2,0.05,0.0,0.01,0.26
Triple Play 2002,XB,2002,Sports,0.19,0.05,0.0,0.01,0.25
Spy Kids Challenger,GBA,2002,Platform,0.18,0.07,0.0,0.0,0.25
Amped 2,XB,2003,Sports,0.2,0.04,0.0,0.01,0.25
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,0.14,0.1,0.0,0.02,0.25
Billy Hatcher and the Giant Egg,GC,2003,Platform,0.19,0.05,0.0,0.01,0.25
NHL 06,XB,2005,Sports,0.19,0.05,0.0,0.01,0.25
Scooby-Doo! Unmasked,PS2,2005,Platform,0.12,0.1,0.0,0.03,0.25
World Series Baseball 2K3,PS2,2003,Sports,0.12,0.1,0.0,0.03,0.25
Devil Kings,PS2,2005,Action,0.03,0.03,0.18,0.01,0.25
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,0.0,0.0,0.24,0.01,0.25
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,0.0,0.0,0.25,0.0,0.25
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,0.19,0.05,0.0,0.01,0.25
Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,0.18,0.07,0.0,0.0,0.25
NBA Courtside 2002,GC,2002,Sports,0.19,0.05,0.0,0.01,0.25
Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,0.0,0.0,0.23,0.02,0.24
MLB,PSP,2005,Sports,0.23,0.0,0.0,0.02,0.24
World Soccer Winning Eleven 7,PS2,2003,Sports,0.12,0.09,0.0,0.03,0.24
Vexx,PS2,2003,Platform,0.12,0.09,0.0,0.03,0.24
Genma Onimusha,XB,2002,Action,0.14,0.04,0.05,0.01,0.24
DK: King of Swing,GBA,2005,Platform,0.17,0.06,0.0,0.0,0.24
Harry Potter and the Goblet of Fire,DS,2005,Action,0.21,0.02,0.0,0.02,0.24
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,0.19,0.05,0.0,0.01,0.24
Azurik: Rise of Perathia,XB,2001,Action,0.18,0.05,0.0,0.01,0.24
NCAA College Basketball 2K3,PS2,2002,Sports,0.12,0.09,0.0,0.03,0.24
NCAA March Madness 2004,XB,2003,Sports,0.18,0.05,0.0,0.01,0.24
Fantastic 4,GC,2005,Action,0.19,0.05,0.0,0.01,0.24
Tony Hawk's American Sk8land,GBA,2005,Sports,0.17,0.06,0.0,0.0,0.24
Densetsu no Stafi 3,GBA,2004,Platform,0.0,0.0,0.23,0.01,0.24
Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,Action,0.0,0.0,0.24,0.0,0.24
The Hobbit,XB,2003,Platform,0.18,0.05,0.0,0.01,0.24
Grand Theft Auto,GBA,2004,Action,0.17,0.06,0.0,0.0,0.24
Polly Pocket: Super Splash Island,GBA,2003,Action,0.17,0.06,0.0,0.0,0.24
Wallace & Gromit in Project Zoo,PS2,2003,Platform,0.11,0.09,0.0,0.03,0.23
Buffy the Vampire Slayer,XB,2002,Action,0.18,0.05,0.0,0.01,0.23
Harry Potter and the Goblet of Fire,XB,2005,Action,0.18,0.05,0.0,0.01,0.23
SSX On Tour,PSP,2005,Sports,0.19,0.02,0.0,0.02,0.23
World Series Baseball,XB,2002,Sports,0.17,0.05,0.0,0.01,0.23
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,0.11,0.09,0.0,0.03,0.23
Tom Clancy's Splinter Cell,GC,2003,Action,0.18,0.05,0.0,0.01,0.23
ESPN NHL Hockey,PS2,2003,Sports,0.11,0.09,0.0,0.03,0.23
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,0.17,0.05,0.0,0.01,0.23
NCAA GameBreaker 2003,PS2,2002,Sports,0.11,0.09,0.0,0.03,0.23
Rocket Power: Beach Bandits,GC,2002,Platform,0.18,0.05,0.0,0.01,0.23
NBA 2K6,X360,2005,Action,0.21,0.01,0.0,0.02,0.23
Madden NFL 06,GBA,2005,Sports,0.17,0.06,0.0,0.0,0.23
Mafia,XB,2004,Action,0.17,0.05,0.0,0.01,0.23
Airblade,PS2,2001,Sports,0.11,0.09,0.0,0.03,0.23
Mega Man & Bass,GBA,2002,Platform,0.16,0.06,0.0,0.0,0.23
Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,0.0,0.0,0.23,0.0,0.23
Genji: Dawn of the Samurai,PS2,2005,Action,0.11,0.09,0.0,0.03,0.23
Tiger Woods PGA Tour 2003,GC,2002,Sports,0.18,0.05,0.0,0.01,0.23
NFL Blitz Pro,PS2,2003,Sports,0.11,0.09,0.0,0.03,0.23
NCAA GameBreaker 2004,PS2,2003,Sports,0.11,0.09,0.0,0.03,0.23
NBA ShootOut 2003,PS2,2002,Sports,0.11,0.09,0.0,0.03,0.23
NHL FaceOff 2003,PS2,2002,Sports,0.11,0.09,0.0,0.03,0.23
Rogue Ops,PS2,2003,Action,0.11,0.09,0.0,0.03,0.23
NBA Street: Showdown,PSP,2005,Sports,0.2,0.0,0.0,0.02,0.23
Legion: The Legend of Excalibur,PS2,2002,Action,0.11,0.09,0.0,0.03,0.22
Spartan: Total Warrior,PS2,2005,Action,0.11,0.09,0.0,0.03,0.22
Whirl Tour,PS2,2002,Sports,0.11,0.09,0.0,0.03,0.22
NCAA Football 2005,GC,2004,Sports,0.17,0.04,0.0,0.01,0.22
Hamtaro: Ham-Ham Games,GBA,2004,Sports,0.16,0.06,0.0,0.0,0.22
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,0.16,0.06,0.0,0.0,0.22
Mobile Suit Gundam Seed,PS2,2003,Action,0.0,0.0,0.22,0.0,0.22
Mega Man Zero 3,GBA,2004,Platform,0.16,0.06,0.0,0.0,0.22
The Suffering,XB,2004,Action,0.16,0.05,0.0,0.01,0.22
Viewtiful Joe 2,GC,2004,Action,0.17,0.04,0.0,0.01,0.22
All-Star Baseball 2002,GC,2001,Sports,0.17,0.04,0.0,0.01,0.22
From Russia With Love,GC,2005,Action,0.17,0.04,0.0,0.01,0.22
NFL Quarterback Club 2002,PS2,2001,Sports,0.11,0.08,0.0,0.03,0.22
Rugby 2004,PS2,2003,Sports,0.11,0.08,0.0,0.03,0.22
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,0.16,0.06,0.0,0.0,0.22
NBA 06,PSP,2005,Sports,0.2,0.0,0.0,0.02,0.22
Naruto: Ninja Council,GBA,2003,Action,0.16,0.06,0.0,0.0,0.22
NFL 2K3,GC,2002,Sports,0.17,0.04,0.0,0.01,0.22
Saltwater Sportfishing,PS,2001,Sports,0.12,0.08,0.0,0.01,0.22
Yoshi Touch & Go (JP sales),DS,2005,Platform,0.0,0.0,0.22,0.0,0.22
Samurai Jack: The Amulet of Time,GBA,2003,Platform,0.16,0.06,0.0,0.0,0.22
Scooby-Doo! Mystery Mayhem,GC,2004,Action,0.17,0.04,0.0,0.01,0.22
Shrek SuperSlam,GC,2005,Action,0.17,0.04,0.0,0.01,0.22
Dark Summit,PS2,2001,Sports,0.11,0.08,0.0,0.03,0.21
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,0.12,0.08,0.0,0.01,0.21
NBA,PSP,2005,Sports,0.2,0.0,0.0,0.02,0.21
Disaster Report,PS2,2002,Action,0.03,0.02,0.15,0.01,0.21
Tony Hawk's American Sk8land,DS,2005,Sports,0.19,0.01,0.0,0.02,0.21
NHL 2K6,XB,2005,Sports,0.16,0.05,0.0,0.01,0.21
Tenchu: Return From Darkness,XB,2004,Action,0.16,0.05,0.0,0.01,0.21
MVP Baseball,PSP,2005,Sports,0.2,0.0,0.0,0.02,0.21
Viewtiful Joe 2,PS2,2004,Action,0.1,0.08,0.0,0.03,0.21
Pac-Man World 3,PS2,2005,Platform,0.1,0.08,0.0,0.03,0.21
Maximo vs Army of Zin,PS2,2003,Platform,0.1,0.08,0.0,0.03,0.21
The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,0.16,0.04,0.0,0.01,0.21
The Land Before Time: Big Water Adventure,PS,2002,Platform,0.12,0.08,0.0,0.01,0.21
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,0.16,0.05,0.0,0.01,0.21
Bionicle,GC,2003,Action,0.16,0.04,0.0,0.01,0.21
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,0.0,0.0,0.2,0.01,0.21
Deus Ex: The Conspiracy,PS2,2002,Action,0.1,0.08,0.0,0.03,0.21
Batman Begins,XB,2005,Action,0.16,0.04,0.0,0.01,0.21
Shrek: Reekin' Havoc,GBA,2003,Platform,0.15,0.06,0.0,0.0,0.21
JSRF: Jet Set Radio Future,XB,2002,Action,0.13,0.04,0.03,0.01,0.21
NHL Hitz 20-02,GC,2001,Sports,0.16,0.04,0.0,0.01,0.21
NCAA Football 2003,GC,2002,Sports,0.16,0.04,0.0,0.01,0.21
Project: Snowblind,PS2,2005,Action,0.1,0.08,0.0,0.03,0.21
Evil Dead: Regeneration,PS2,2005,Action,0.1,0.08,0.0,0.03,0.21
NHL 2003,XB,2002,Sports,0.15,0.04,0.0,0.01,0.21
Tiger Woods PGA Tour,PSP,2005,Sports,0.19,0.0,0.0,0.02,0.21
NHL 2K3,PS2,2002,Sports,0.1,0.08,0.0,0.03,0.21
Gallop Racer 2003: A New Breed,PS2,2002,Sports,0.04,0.03,0.12,0.01,0.21
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,0.16,0.04,0.0,0.01,0.21
Outlaw Golf 2,XB,2004,Sports,0.15,0.04,0.0,0.01,0.21
X2: Wolverine's Revenge,XB,2003,Platform,0.15,0.04,0.0,0.01,0.21
Power Rangers: Wild Force,GBA,2002,Action,0.15,0.05,0.0,0.0,0.21
Beyblade G-Revolution,GBA,2004,Action,0.15,0.05,0.0,0.0,0.2
Backyard NFL Football 2006,PS2,2005,Sports,0.1,0.08,0.0,0.03,0.2
NCAA March Madness 06,XB,2005,Sports,0.15,0.04,0.0,0.01,0.2
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,0.0,0.0,0.2,0.0,0.2
MLB SlugFest 20-03,XB,2002,Sports,0.15,0.04,0.0,0.01,0.2
Pitfall: The Lost Expedition,PS2,2004,Platform,0.1,0.08,0.0,0.03,0.2
Rocket Power: Zero Gravity Zone,GBA,2003,Sports,0.14,0.05,0.0,0.0,0.2
ESPN MLB Baseball,PS2,2004,Sports,0.1,0.08,0.0,0.03,0.2
The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,0.16,0.04,0.0,0.01,0.2
NBA 2K2,XB,2002,Sports,0.15,0.04,0.0,0.01,0.2
X2: Wolverine's Revenge,GBA,2003,Platform,0.14,0.05,0.0,0.0,0.2
Super Dodge Ball Advance,GBA,2001,Sports,0.14,0.05,0.0,0.0,0.2
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,0.15,0.04,0.0,0.01,0.2
MVP Baseball 2003,XB,2003,Sports,0.15,0.04,0.0,0.01,0.2
NCAA Final Four 2004,PS2,2003,Sports,0.1,0.08,0.0,0.03,0.2
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,0.15,0.04,0.0,0.01,0.2
Mat Hoffman's Pro BMX 2,XB,2002,Sports,0.15,0.04,0.0,0.01,0.2
From Russia With Love,XB,2005,Action,0.15,0.04,0.0,0.01,0.2
Shark Tale,XB,2004,Action,0.15,0.04,0.0,0.01,0.2
NFL Street 2,GC,2004,Sports,0.15,0.04,0.0,0.01,0.2
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,0.1,0.08,0.0,0.03,0.2
Dave Mirra Freestyle BMX 2,XB,2001,Sports,0.15,0.04,0.0,0.01,0.2
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,0.15,0.04,0.0,0.01,0.2
Harry Potter and the Goblet of Fire,PSP,2005,Action,0.17,0.01,0.0,0.02,0.2
Forgotten Realms: Demon Stone,PS2,2004,Action,0.1,0.08,0.0,0.03,0.2
Backyard Hockey,GBA,2003,Sports,0.14,0.05,0.0,0.0,0.2
Shaman King: Spirit of Shamans,PS,2002,Action,0.0,0.0,0.18,0.01,0.2
Tiger Woods PGA Tour 06,PSP,2005,Sports,0.18,0.0,0.0,0.01,0.2
The Fairly Odd Parents: Enter the Cleft,GBA,2002,Platform,0.14,0.05,0.0,0.0,0.2
Power Rangers: Time Force,GBA,2001,Action,0.14,0.05,0.0,0.0,0.2
Prince of Persia: Warrior Within,GC,2004,Action,0.15,0.04,0.0,0.01,0.2
Predator: Concrete Jungle,PS2,2005,Action,0.1,0.07,0.0,0.03,0.2
NHL FaceOff 2001,PS2,2001,Sports,0.1,0.07,0.0,0.02,0.2
The Great Escape,PS2,2003,Action,0.1,0.07,0.0,0.02,0.2
The Hobbit,GBA,2003,Platform,0.14,0.05,0.0,0.0,0.19
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005,Action,0.0,0.0,0.19,0.0,0.19
Dinotopia: The Timestone Pirates,GBA,2002,Action,0.14,0.05,0.0,0.0,0.19
Manhunt,XB,2004,Action,0.14,0.04,0.0,0.01,0.19
NCAA Final Four 2003,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.19
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,0.16,0.01,0.0,0.02,0.19
Legacy of Kain: Defiance,XB,2003,Action,0.14,0.04,0.0,0.01,0.19
Dave Mirra Freestyle BMX 2,GBA,2001,Sports,0.14,0.05,0.0,0.0,0.19
NHL Hitz Pro,PS2,2003,Sports,0.09,0.07,0.0,0.02,0.19
Death Jr.,PSP,2005,Platform,0.17,0.0,0.0,0.01,0.19
2002 FIFA World Cup,XB,2002,Sports,0.14,0.04,0.0,0.01,0.19
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,0.15,0.04,0.0,0.01,0.19
SSX Tricky,GBA,2002,Sports,0.14,0.05,0.0,0.0,0.19
Hulk,GC,2003,Action,0.15,0.04,0.0,0.01,0.19
Transworld Surf,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.19
Tenchu: Fatal Shadows,PS2,2004,Action,0.09,0.07,0.0,0.02,0.19
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,0.14,0.04,0.0,0.01,0.19
Rise of the Kasai,PS2,2005,Action,0.09,0.07,0.0,0.02,0.19
Crash & Spyro Superpack,GBA,2005,Platform,0.13,0.05,0.0,0.0,0.19
The Scorpion King: Sword of Osiris,GBA,2002,Action,0.13,0.05,0.0,0.0,0.19
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,0.13,0.05,0.0,0.0,0.19
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,0.09,0.07,0.0,0.02,0.19
Blood Omen 2,XB,2002,Action,0.14,0.04,0.0,0.01,0.19
Harry Potter: Quidditch World Cup,XB,2003,Sports,0.14,0.04,0.0,0.01,0.19
Samurai Warriors: State of War,PSP,2005,Action,0.07,0.0,0.11,0.01,0.19
Sports Illustrated for Kids: Football,GBA,2003,Sports,0.13,0.05,0.0,0.0,0.18
Indiana Jones and the Emperor's Tomb,XB,2003,Action,0.14,0.04,0.0,0.01,0.18
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,0.09,0.07,0.0,0.02,0.18
Ty the Tasmanian Tiger,XB,2002,Platform,0.14,0.04,0.0,0.01,0.18
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,0.15,0.02,0.0,0.01,0.18
Fear Effect 2: Retro Helix,PS,2001,Action,0.1,0.07,0.0,0.01,0.18
Shrek SuperSlam,DS,2005,Action,0.17,0.0,0.0,0.01,0.18
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,0.13,0.04,0.0,0.01,0.18
Gauntlet: Dark Legacy,GC,2002,Action,0.14,0.04,0.0,0.0,0.18
Shadow The Hedgehog,XB,2005,Platform,0.13,0.04,0.0,0.01,0.18
Tiger Woods PGA Tour 2004,GBA,2003,Sports,0.13,0.05,0.0,0.0,0.18
Silent Hill 4: The Room,XB,2004,Action,0.14,0.04,0.0,0.01,0.18
FIFA Soccer 2002,GC,2001,Sports,0.14,0.04,0.0,0.0,0.18
Fireblade,PS2,2002,Action,0.09,0.07,0.0,0.02,0.18
Disney's Tarzan Untamed,GC,2001,Platform,0.14,0.04,0.0,0.0,0.18
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,0.0,0.0,0.18,0.0,0.18
K-1 World Grand Prix,PS2,2002,Sports,0.04,0.03,0.1,0.01,0.18
Looney Tunes: Back in Action,GBA,2003,Platform,0.13,0.05,0.0,0.0,0.18
Virtua Tennis,GBA,2002,Sports,0.13,0.05,0.0,0.0,0.18
NBA Hoopz,PS2,2001,Sports,0.09,0.07,0.0,0.02,0.18
Pac-Man World 3,DS,2005,Platform,0.16,0.0,0.0,0.01,0.18
ESPN X Games Skateboarding,GBA,2001,Sports,0.13,0.05,0.0,0.0,0.18
Backyard Basketball,GBA,2004,Sports,0.13,0.05,0.0,0.0,0.18
Scooby-Doo! Unmasked,GBA,2005,Platform,0.13,0.05,0.0,0.0,0.18
NHL 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,0.18
NFL 2K2,XB,2002,Sports,0.13,0.04,0.0,0.01,0.18
The Suffering: Ties That Bind,PS2,2005,Action,0.09,0.07,0.0,0.02,0.17
EyeToy: Kinetic,PS2,2005,Sports,0.09,0.07,0.0,0.02,0.17
SEGA Bass Fishing Duel,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.17
Sports Illustrated for Kids: Baseball,GBA,2001,Sports,0.12,0.05,0.0,0.0,0.17
Mark Davis Pro Bass Challenge,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.17
Rugrats: Royal Ransom,GC,2002,Platform,0.13,0.03,0.0,0.0,0.17
Smash Court Tennis Pro Tournament,PS2,2002,Sports,0.08,0.07,0.0,0.02,0.17
NBA Inside Drive 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,0.17
Gretzky NHL 2005,PS2,2004,Sports,0.08,0.07,0.0,0.02,0.17
The Hobbit,GC,2003,Platform,0.13,0.03,0.0,0.0,0.17
True Crime: New York City,GC,2005,Action,0.13,0.03,0.0,0.0,0.17
ESPN Final Round Golf 2002,GBA,2001,Sports,0.12,0.05,0.0,0.0,0.17
Disney's Atlantis: The Lost Empire,PS,2001,Platform,0.1,0.07,0.0,0.01,0.17
RoadKill,PS2,2003,Action,0.08,0.07,0.0,0.02,0.17
Looney Tunes: Back in Action,GC,2003,Platform,0.13,0.03,0.0,0.0,0.17
Tak: The Great Juju Challenge,GBA,2005,Platform,0.12,0.05,0.0,0.0,0.17
Hunter: The Reckoning Redeemer,XB,2003,Action,0.13,0.04,0.0,0.01,0.17
Thief: Deadly Shadows,XB,2004,Action,0.13,0.04,0.0,0.01,0.17
Batman Begins,GBA,2005,Action,0.12,0.05,0.0,0.0,0.17
Spawn: Armageddon,XB,2003,Action,0.13,0.04,0.0,0.01,0.17
